$ Rad.

    Legend         Max.          RMS            1            2            3            4            5            6            7            8            9           10           11           12           13           14           15           16           17           18           19           20           21           22           23           24           25           26           27           28           29           30           31           32           33           34           35           36           37           38           39           40           41           42           43           44           45           46           47           48           49           50           51           52           53           54           55           56           57           58           59           60           61           62           63           64           65           66           67           68           69           70           71           72           73           74           75           76           77           78           79           80           81           82           83           84           85           86           87           88           89           90           91           92           93           94           95           96           97           98           99          100          101          102          103          104          105          106          107          108          109          110          111          112          113          114          115          116          117          118          119          120          121          122          123          124          125          126          127          128          129          130          131          132          133          134          135          136          137          138          139          140          141          142          143          144          145          146          147          148          149          150          151          152          153          154          155          156          157          158          159          160          161          162          163          164          165          166          167          168          169          170          171          172          173          174          175          176          177          178          179          180          181          182          183          184          185          186          187          188          189          190          191          192          193          194          195          196          197          198          199          200          201          202          203          204          205          206          207          208          209          210          211          212          213          214          215          216          217          218          219          220          221          222          223          224          225          226          227          228          229          230          231          232          233          234          235          236          237          238          239          240          241          242          243          244          245          246          247          248          249          250          251          252          253          254          255          256          257          258          259          260          261          262          263          264          265          266          267          268          269          270          271          272          273          274          275          276          277          278          279          280          281          282          283          284          285          286          287          288          289          290          291          292          293          294          295
         0  7.81211E-01  4.30722E-01  5.31101E-01  5.35150E-01  5.54662E-01  5.93550E-01  5.44634E-01  5.40416E-01  4.20110E-01  3.19404E-01  3.12802E-01  3.45452E-01  7.81211E-01  4.56646E-01  5.83780E-01  5.14428E-01  4.88263E-01  2.67791E-01  2.35470E-02 -3.44308E-02 -3.42148E-02  1.09638E-02  4.66983E-02 -1.46944E-01  4.98549E-01  4.89971E-01  4.40647E-01  3.56837E-01  2.39661E-01  1.18078E-01 -1.01873E-01 -2.58669E-01 -2.75101E-01 -2.59271E-01 -2.40993E-01 -1.43247E-01  1.44797E-01  6.77003E-01  3.33535E-01  4.39358E-01  4.03593E-01  2.04576E-01 -4.85617E-02 -1.60206E-01 -2.48854E-01 -3.79759E-01 -4.33446E-01 -4.32059E-01 -3.83162E-01 -3.54774E-01 -2.24444E-01 -7.55090E-02 -4.71214E-02 -2.53006E-01  3.44331E-01  3.68006E-01  1.56858E-01 -1.49644E-01 -3.26037E-01 -4.08467E-01 -4.81073E-01 -5.39348E-01 -5.70812E-01 -5.10307E-01 -4.86548E-01 -4.50570E-01 -3.67180E-01 -3.02685E-01 -1.92330E-01  1.12454E-01  3.67981E-01  3.51248E-01  1.21138E-01 -1.82454E-01 -3.53846E-01 -4.60619E-01 -5.54239E-01 -6.22894E-01 -6.53471E-01 -6.31678E-01 -6.30861E-01 -6.10502E-01 -5.24754E-01 -4.31923E-01 -3.62951E-01 -1.93816E-01  1.48114E-01  3.89612E-01  4.46152E-01 -2.53006E-01 -1.81055E-01 -3.50045E-01 -4.52849E-01 -5.70896E-01 -6.39124E-01 -6.22050E-01 -6.11160E-01 -5.91660E-01 -6.63182E-01 -6.32804E-01 -5.49898E-01 -4.65361E-01 -3.66892E-01 -1.49627E-01  1.95650E-01  4.26809E-01  3.40817E-01 -3.54214E-02 -3.02685E-01 -4.31923E-01 -5.49898E-01 -6.51451E-01 -5.92648E-01 -4.41156E-01 -6.27294E-01 -4.77685E-01 -6.70524E-01 -6.51451E-01 -5.70896E-01 -4.74502E-01 -3.39022E-01 -6.06185E-02  3.49344E-01  4.89971E-01  6.77003E-01 -7.55090E-02 -3.67180E-01 -5.24754E-01 -6.32804E-01 -6.55391E-01 -1.38522E-01 -1.83674E-01 -1.91077E-01 -1.38522E-01 -5.92648E-01 -6.55396E-01 -5.68734E-01 -4.22015E-01 -1.72485E-01  2.31348E-01  4.97375E-01  4.98549E-01  1.36725E-01 -2.24444E-01 -4.50570E-01 -6.10502E-01 -6.63182E-01 -4.77685E-01 -1.91077E-01 -1.05333E-01 -1.83674E-01 -4.41156E-01 -6.22050E-01 -6.22894E-01 -4.95143E-01 -2.60659E-01  1.09613E-01  4.76142E-01  5.83780E-01 -1.46944E-01 -1.43247E-01 -3.54774E-01 -4.99280E-01 -6.30861E-01 -5.91660E-01 -6.27294E-01 -1.83674E-01 -1.91077E-01 -6.27294E-01 -6.11160E-01 -6.37142E-01 -5.53836E-01 -3.93258E-01 -1.24416E-01  2.50993E-01  5.29092E-01  4.49360E-01  3.49433E-02 -2.40993E-01 -3.83162E-01 -5.23316E-01 -6.47762E-01 -6.11160E-01 -4.41156E-01 -1.38522E-01 -4.77685E-01 -5.91660E-01 -6.47762E-01 -5.70729E-01 -4.47356E-01 -2.71552E-01  1.16195E-02  4.05298E-01  5.37870E-01  7.72556E-01 -3.05084E-04 -2.72184E-01 -4.32059E-01 -5.70812E-01 -6.37142E-01 -6.22050E-01 -5.92648E-01 -6.70524E-01 -6.63182E-01 -6.30861E-01 -5.23316E-01 -4.45924E-01 -3.01194E-01 -5.71683E-02  3.02070E-01  5.24216E-01  5.86684E-01  3.36990E-01 -3.42148E-02 -2.88149E-01 -4.33446E-01 -5.53836E-01 -6.22894E-01 -6.55396E-01 -6.51451E-01 -6.48917E-01 -6.10502E-01 -4.99280E-01 -3.95463E-01 -2.85094E-01 -4.55129E-02  2.95827E-01  5.21313E-01  5.48019E-01  3.04314E-01 -4.58009E-02 -2.71552E-01 -3.93258E-01 -4.95143E-01 -5.68734E-01 -5.85441E-01 -5.62910E-01 -5.38852E-01 -4.64151E-01 -3.67855E-01 -2.53629E-01 -3.05084E-04  3.28530E-01  5.41376E-01  5.28213E-01  3.02070E-01  1.16195E-02 -1.24416E-01 -2.60659E-01 -4.22015E-01 -4.74502E-01 -4.65361E-01 -4.44200E-01 -3.80233E-01 -2.35625E-01 -1.55140E-01  2.31911E-02  7.72490E-01  5.72955E-01  5.24216E-01  4.12703E-01  2.59391E-01  1.09613E-01 -1.72485E-01 -3.39022E-01 -3.66892E-01 -3.62951E-01 -3.15245E-01 -9.69750E-02  1.28654E-01 -1.55078E-01  4.34791E-01  5.24345E-01  5.29092E-01  4.76142E-01  2.31348E-01 -6.06185E-02 -1.61095E-01 -1.93816E-01 -2.03602E-01 -5.88187E-02  6.60770E-01  4.86754E-01  5.67155E-01  4.97375E-01  3.49344E-01  1.86727E-01  1.39371E-01  1.12444E-01 -2.61697E-01  3.18974E-01  4.78900E-01  4.26809E-01  3.82622E-01  3.54541E-01  3.30500E-01  4.32565E-01
         1  2.49493E+00  1.02636E+00  7.50304E-01  1.31292E+00  1.37956E+00  1.36230E+00  7.40965E-01  7.66212E-01  1.47058E+00  1.91399E+00  2.12463E+00  2.15401E+00  2.49446E+00  1.50649E+00  8.09906E-01  7.38235E-01  1.91905E+00  1.81383E+00  8.89590E-01  1.02876E+00  1.06586E+00  1.06224E+00  8.44771E-01  1.23877E+00  1.94055E+00  7.17661E-01  6.46096E-01  1.40506E+00  1.74400E+00  1.80468E+00  6.91544E-01  1.44902E-01  1.39459E-01  2.02496E-01  1.57016E-01  6.10062E-01  1.88155E+00  2.38928E+00  1.40060E+00  6.42863E-01  1.14291E+00  1.77434E+00  7.88827E-01  5.74214E-01  4.07728E-01  1.37709E-01  5.32441E-02  1.78311E-01  3.22653E-01  2.20880E-01  4.79788E-01  7.78523E-01  8.24983E-01  1.18236E+00  1.07583E+00  1.17364E+00  1.92749E+00  8.99328E-01  5.28057E-02  7.43875E-02  8.23850E-02  2.57429E-02  5.24459E-02  2.48054E-01  2.96888E-01  1.62679E-01  2.22882E-01  1.45233E-01  8.43766E-01  1.88307E+00  1.15479E+00  1.07525E+00  1.88245E+00  9.03330E-01  1.27873E-01  7.82084E-02  2.97596E-02 -1.39086E-02 -2.58351E-01 -3.24567E-01 -2.31802E-01  3.77231E-03  1.46424E-01  2.71722E-01  1.88233E-01  9.03971E-01  1.90373E+00  1.12357E+00  6.62534E-01  1.18205E+00  8.43463E-01  1.87955E-01  2.63372E-01  9.04897E-02 -3.01656E-01 -1.59891E-01 -6.06509E-02 -9.25532E-02 -3.14634E-01 -3.34944E-01  2.14557E-01  2.63739E-01  9.35525E-02  8.69227E-01  1.75033E+00  6.27060E-01  1.40047E+00  8.24918E-01  1.45165E-01  2.71591E-01  2.14384E-01 -3.57650E-01 -4.20843E-02  6.18124E-01  5.85798E-01  4.77360E-01 -2.30125E-01 -3.57299E-01  9.08769E-02  4.18662E-02  5.37435E-02  7.56558E-01  1.40638E+00  7.17645E-01  2.38930E+00  8.08054E-01  2.22882E-01  1.46424E-01 -3.35032E-01 -2.30250E-01  1.24224E+00  1.90712E+00  1.89266E+00  1.21389E+00 -4.18342E-02 -3.45067E-01 -8.05435E-03  3.91006E-02  5.75318E-01  1.74529E+00  7.39595E-01  1.94064E+00  1.88162E+00  4.79878E-01  1.62751E-01  3.84903E-03 -3.14591E-01  4.77392E-01  1.89268E+00  2.34248E+00  1.90720E+00  6.18361E-01 -1.59379E-01 -1.32047E-02  8.32084E-02  4.08749E-01  1.80592E+00  1.90258E+00  8.10053E-01  1.23888E+00  6.10192E-01  2.20985E-01  2.97024E-01 -2.31627E-01 -9.23871E-02  5.85911E-01  1.90720E+00  1.89274E+00  5.85968E-01 -6.03838E-02 -3.01698E-01  2.64725E-02  1.38647E-01  6.92744E-01  1.79136E+00  7.50819E-01  1.50676E+00  8.44997E-01  1.57219E-01  3.22883E-01  2.48331E-01 -3.24130E-01 -6.03456E-02  6.18361E-01  1.21398E+00  4.77487E-01 -9.23041E-02 -3.23999E-01  5.32567E-02  5.41307E-02  1.46007E-01  8.57859E-01  1.47214E+00  7.41400E-01  2.49493E+00  1.06266E+00  2.02910E-01  1.78755E-01  5.29478E-02 -3.01698E-01 -1.59458E-01 -4.17925E-02 -2.30000E-01 -3.56900E-01 -2.31147E-01  2.48884E-01  1.79161E-01  1.40539E-01  9.99364E-01  1.89122E+00  7.31889E-01  1.36301E+00  2.15478E+00  1.06665E+00  1.40191E-01  5.39830E-02  2.64341E-02 -1.31655E-02 -3.45023E-01 -3.56993E-01 -3.34377E-01  4.53948E-03  2.63793E-01  2.90657E-01  2.03600E-01  1.06732E+00  2.10242E+00  1.29454E+00  1.38056E+00  2.10174E+00  1.02986E+00  1.45903E-01  1.38647E-01  8.32458E-02 -7.90068E-03  9.12640E-02  2.15216E-01  1.47288E-01  1.63621E-01  2.21897E-01  1.58167E-01  1.06366E+00  2.13189E+00  1.38148E+00  1.29392E+00  1.89086E+00  8.57728E-01  6.92744E-01  4.08813E-01  3.92089E-02  4.21248E-02  2.64239E-01  2.72508E-01  1.88770E-01  4.80934E-01  5.78704E-01  8.46225E-01  2.47170E+00  1.34406E+00  7.51684E-01  1.47197E+00  1.79136E+00  1.80599E+00  5.75418E-01  1.92110E-02  9.40062E-02  1.88995E-01  1.46279E-01  7.79723E-01  1.88286E+00  1.24018E+00  1.48704E+00  7.42702E-01  7.50786E-01  1.90263E+00  1.74541E+00  7.56791E-01  8.69688E-01  8.73991E-01  8.44857E-01  7.93749E-01  2.36762E+00  1.92464E+00  7.94920E-01  7.39729E-01  1.38507E+00  1.75080E+00  1.90454E+00  1.88418E+00  1.18370E+00  1.38097E+00  7.02625E-01  6.27484E-01  1.12430E+00  1.15581E+00  1.07707E+00  6.44252E-01
         2  1.49578E+00  5.82969E-01  1.17173E-01  4.16879E-01  4.91451E-01  4.77533E-01  1.13454E-01  2.78331E-02  5.53019E-01  9.64173E-01  1.10482E+00  1.15108E+00  1.49578E+00  5.93061E-01  7.67132E-02  9.02423E-03  5.96294E-01  8.87220E-01  8.46988E-01  8.56337E-01  8.76320E-01  9.11105E-01  8.68806E-01  4.25408E-01  6.26447E-01 -1.06408E-02  8.21681E-03  4.88366E-01  8.51095E-01  9.74573E-01  7.18985E-01  4.85791E-01  4.82175E-01  5.01625E-01  5.30224E-01  7.01617E-01  1.00490E+00  1.36714E+00  4.69093E-01  1.07778E-02  2.64401E-01  8.45155E-01  7.78563E-01  6.67913E-01  5.40613E-01  3.66736E-01  3.06762E-01  3.53239E-01  3.81964E-01  4.25212E-01  5.86011E-01  7.69919E-01  7.83394E-01  3.31975E-01  2.02592E-01  2.95462E-01  9.48496E-01  7.27319E-01  4.23143E-01  3.28110E-01  2.83290E-01  2.35158E-01  2.15255E-01  2.57427E-01  3.16593E-01  3.47111E-01  4.20504E-01  4.71832E-01  6.88435E-01  9.08313E-01  2.83793E-01  2.14933E-01  9.07628E-01  7.24030E-01  4.18061E-01  2.96004E-01  2.23794E-01  1.56343E-01  1.32943E-01  1.45859E-01  1.67944E-01  2.03890E-01  2.62482E-01  3.54129E-01  4.12130E-01  7.24678E-01  9.32969E-01  2.52515E-01  2.31541E-02  3.31663E-01  7.09801E-01  4.36695E-01  3.27730E-01  2.18177E-01  1.22016E-01  1.97732E-01  2.55590E-01  2.80455E-01  1.53345E-01  1.33733E-01  2.40680E-01  3.28038E-01  3.93624E-01  7.28365E-01  8.29559E-01 -3.37826E-03  4.82710E-01  7.83394E-01  4.71856E-01  3.54082E-01  2.40532E-01  1.28051E-01  2.89476E-01  5.47152E-01  3.69078E-01  5.00869E-01  1.90951E-01  1.28301E-01  2.18537E-01  2.70073E-01  4.24087E-01  7.56489E-01  4.75670E-01 -1.06408E-02  1.36717E+00  7.70001E-01  4.20528E-01  2.62482E-01  1.33671E-01  1.90863E-01  9.32980E-01  1.01247E+00  9.93205E-01  9.33056E-01  2.89740E-01  1.22455E-01  1.96715E-01  3.28964E-01  6.69042E-01  8.36714E-01 -1.08672E-02  6.26524E-01  1.00497E+00  5.86075E-01  3.47189E-01  1.76325E-01  1.53405E-01  5.00891E-01  9.93219E-01  1.18780E+00  9.98952E-01  5.27174E-01  1.98175E-01  1.56961E-01  2.84068E-01  5.19053E-01  9.59755E-01  5.86303E-01  7.68581E-02  4.25515E-01  7.01685E-01  4.25312E-01  2.92548E-01  1.68130E-01  2.80601E-01  3.69192E-01  9.98952E-01  9.93286E-01  3.69269E-01  2.55910E-01  1.33475E-01  2.08202E-01  3.67663E-01  6.98491E-01  8.72655E-01  1.87037E-02  5.79577E-01  8.68964E-01  5.06038E-01  3.82151E-01  2.57723E-01  1.46200E-01  2.55883E-01  5.27174E-01  9.33131E-01  5.01022E-01  2.80777E-01  1.46356E-01  2.15948E-01  3.07557E-01  4.86825E-01  8.48384E-01  5.40643E-01  1.13870E-01  1.47984E+00  8.89874E-01  5.01946E-01  3.27142E-01  2.15754E-01  1.33444E-01  1.98175E-01  2.89799E-01  1.91156E-01  1.53709E-01  1.68533E-01  2.58166E-01  3.27512E-01  4.58088E-01  8.36001E-01  9.49536E-01  9.33677E-02  4.65415E-01  1.13586E+00  8.77092E-01  4.57839E-01  3.07451E-01  2.08175E-01  1.56989E-01  1.22581E-01  1.28582E-01  1.34230E-01  1.76959E-01  2.93223E-01  3.59444E-01  4.77832E-01  8.56150E-01  1.09065E+00  4.05896E-01  4.80059E-01  1.10598E+00  8.35720E-01  4.86825E-01  3.67689E-01  2.84149E-01  1.96881E-01  1.91098E-01  2.41247E-01  2.63261E-01  3.22021E-01  4.01124E-01  5.07004E-01  8.90965E-01  1.13696E+00  4.68583E-01  4.05266E-01  9.49179E-01  8.48361E-01  6.98534E-01  5.19098E-01  3.29041E-01  2.70284E-01  3.04738E-01  3.31548E-01  3.96434E-01  5.65742E-01  6.79883E-01  8.47506E-01  1.48118E+00  4.53799E-01  1.05805E-01  5.40504E-01  8.72670E-01  9.59819E-01  6.69113E-01  4.24186E-01  3.93972E-01  4.12845E-01  4.72890E-01  7.50567E-01  9.90921E-01  4.11432E-01  5.67228E-01  1.02595E-01  1.86720E-02  5.86349E-01  8.36823E-01  7.56651E-01  7.28736E-01  7.03710E-01  6.89614E-01  7.84765E-01  1.35315E+00  6.05776E-01  5.75167E-02 -1.07292E-02  4.75908E-01  8.30012E-01  9.33790E-01  8.93040E-01  3.16939E-01  4.56831E-01 -2.98793E-02 -2.93978E-03  2.53244E-01  2.72277E-01  2.03894E-01  1.21962E-02
         3  1.06705E+00  4.46244E-01 -6.97404E-03  2.19790E-01  2.67742E-01  2.73710E-01 -4.62970E-03 -1.46566E-01  2.50000E-01  5.91776E-01  6.98834E-01  7.36767E-01  1.06663E+00  2.90556E-01 -1.03073E-01 -1.69349E-01  2.17641E-01  5.28770E-01  6.35266E-01  6.72705E-01  7.07221E-01  7.35855E-01  6.52813E-01  1.16925E-01  2.29355E-01 -1.87067E-01 -1.10695E-01  1.91705E-01  4.92390E-01  6.30284E-01  5.87982E-01  5.19091E-01  5.17980E-01  5.22722E-01  5.30835E-01  5.79907E-01  6.50693E-01  9.46567E-01  1.76181E-01 -1.06779E-01  7.13967E-02  4.96696E-01  5.69221E-01  5.62764E-01  4.91260E-01  4.28609E-01  4.00994E-01  4.00595E-01  4.15084E-01  4.50666E-01  5.20883E-01  6.19089E-01  5.71435E-01  3.57831E-02  2.19996E-02  8.21691E-02  5.48044E-01  5.68859E-01  4.56672E-01  4.03835E-01  3.55730E-01  3.16786E-01  3.22087E-01  3.32732E-01  3.56134E-01  3.94632E-01  4.37716E-01  4.78639E-01  5.32167E-01  5.20148E-01  7.40689E-02  3.06088E-02  5.19411E-01  5.67406E-01  4.24072E-01  3.50718E-01  3.06998E-01  2.74099E-01  2.86433E-01  2.71372E-01  2.95892E-01  2.90089E-01  3.45718E-01  3.67323E-01  4.41214E-01  5.52569E-01  5.49198E-01  6.32577E-02 -9.79825E-02  3.54894E-02  5.32014E-01  4.41109E-01  3.63104E-01  3.10083E-01  2.82121E-01  2.94817E-01  3.19408E-01  3.63837E-01  2.84735E-01  2.71569E-01  3.08779E-01  3.46348E-01  4.24585E-01  5.69993E-01  4.86034E-01 -1.18635E-01  1.76083E-01  5.71514E-01  4.78775E-01  3.83987E-01  3.08726E-01  2.71648E-01  3.73705E-01  4.45554E-01  2.60338E-01  4.36773E-01  3.05047E-01  2.71824E-01  2.90539E-01  3.51302E-01  4.39922E-01  5.54177E-01  1.73048E-01 -1.87067E-01  9.46610E-01  6.19190E-01  4.37787E-01  3.45775E-01  2.71613E-01  3.04882E-01  7.55462E-01  6.54924E-01  6.50638E-01  7.55595E-01  3.53366E-01  2.60315E-01  3.07549E-01  3.86227E-01  5.47179E-01  4.82509E-01 -1.83141E-01  2.29434E-01  6.50769E-01  5.20959E-01  3.94706E-01  2.90245E-01  2.84777E-01  4.36712E-01  6.50638E-01  7.27272E-01  6.45431E-01  4.45796E-01  2.95285E-01  2.74680E-01  3.37360E-01  4.92284E-01  6.20045E-01  2.02778E-01 -1.02925E-01  1.17024E-01  5.79955E-01  4.50737E-01  3.56307E-01  2.96154E-01  3.63919E-01  2.60405E-01  6.45431E-01  6.50638E-01  2.60527E-01  3.19708E-01  2.64782E-01  3.17434E-01  4.11122E-01  5.73796E-01  5.18782E-01 -1.60228E-01  2.80962E-01  6.52861E-01  5.30835E-01  4.15250E-01  3.33050E-01  2.71700E-01  3.19595E-01  4.45810E-01  7.42199E-01  4.36927E-01  3.64145E-01  2.71809E-01  3.02916E-01  3.82808E-01  5.02473E-01  6.20417E-01  2.41638E-01 -1.32056E-02  1.06705E+00  7.20771E-01  5.22949E-01  4.00990E-01  3.02778E-01  2.64782E-01  2.95266E-01  3.53468E-01  2.84514E-01  2.85076E-01  2.74609E-01  3.15716E-01  4.01309E-01  5.00983E-01  6.58645E-01  5.81903E-01 -2.35191E-02  2.65255E-01  7.26194E-01  6.92592E-01  5.00841E-01  3.82752E-01  3.17454E-01  2.74780E-01  2.60514E-01  2.72154E-01  2.72095E-01  2.90775E-01  3.39633E-01  3.99142E-01  5.05905E-01  6.77890E-01  6.89392E-01  2.03255E-01  2.59911E-01  6.88616E-01  6.73951E-01  5.02578E-01  4.11177E-01  3.37418E-01  2.87996E-01  2.90934E-01  2.91684E-01  3.27289E-01  3.77024E-01  4.33811E-01  5.31829E-01  7.21944E-01  7.27376E-01  2.51993E-01  2.11845E-01  5.81565E-01  6.36702E-01  5.73872E-01  4.92348E-01  3.86301E-01  3.51472E-01  3.46788E-01  3.68039E-01  4.20913E-01  5.06787E-01  5.64906E-01  6.38242E-01  1.05680E+00  2.57351E-01 -2.37933E-02  2.41440E-01  5.18804E-01  6.20091E-01  5.47213E-01  4.39939E-01  4.24833E-01  4.24283E-01  4.62592E-01  6.05725E-01  6.41062E-01  1.07356E-01  2.72640E-01 -2.08773E-02 -1.60228E-01  2.02859E-01  4.82587E-01  5.54226E-01  5.54660E-01  5.37875E-01  5.18055E-01  5.56966E-01  9.37007E-01  2.14970E-01 -1.16297E-01 -1.82989E-01  1.73248E-01  4.74401E-01  5.38235E-01  5.09680E-01  2.55475E-02  1.58080E-01 -2.00350E-01 -1.18172E-01  6.40055E-02  6.61500E-02  1.40398E-02 -1.14394E-01
         4  9.10706E-01  3.87411E-01  3.51245E-02  1.92717E-01  2.40127E-01  2.53110E-01  4.27183E-02 -8.31682E-02  1.89108E-01  4.46426E-01  5.29088E-01  5.65196E-01  9.10706E-01  2.26716E-01 -4.33928E-02 -1.07591E-01  1.37099E-01  3.82239E-01  4.99651E-01  5.69416E-01  5.83649E-01  6.18624E-01  5.27543E-01 -1.49368E-02  1.53857E-01 -1.27863E-01 -5.66846E-02  1.26884E-01  3.48142E-01  4.81382E-01  5.02066E-01  4.88187E-01  4.96838E-01  4.94764E-01  4.95019E-01  4.82139E-01  4.89175E-01  7.81447E-01  1.14115E-01 -5.40524E-02  5.89230E-02  3.48712E-01  4.45628E-01  4.61684E-01  4.44737E-01  4.19935E-01  4.06403E-01  4.13276E-01  4.20165E-01  4.37562E-01  4.62638E-01  5.06507E-01  4.41553E-01 -1.06936E-01  2.07258E-03  6.42109E-02  3.88809E-01  4.59044E-01  4.33303E-01  4.07527E-01  3.82535E-01  3.57221E-01  3.45395E-01  3.50366E-01  3.72273E-01  3.98032E-01  4.15864E-01  4.28532E-01  4.22988E-01  3.49803E-01  5.76396E-02  9.29885E-03  3.58854E-01  4.46382E-01  4.16629E-01  3.63541E-01  3.36225E-01  3.19247E-01  3.22877E-01  3.10009E-01  3.29036E-01  3.35405E-01  3.47692E-01  3.74685E-01  4.07822E-01  4.47026E-01  3.80091E-01  5.22470E-02 -5.43572E-02 -9.73964E-02  4.22886E-01  4.07779E-01  3.63084E-01  3.27934E-01  3.08538E-01  3.21321E-01  3.11765E-01  3.75827E-01  3.22278E-01  3.10998E-01  3.28244E-01  3.63311E-01  4.02254E-01  4.60227E-01  3.40083E-01 -7.08772E-02  1.14034E-01  4.41672E-01  4.43037E-01  3.88695E-01  3.28229E-01  3.10269E-01  3.54785E-01  3.85796E-01  1.81744E-01  3.89215E-01  3.07012E-01  3.10416E-01  3.28166E-01  3.64108E-01  4.19480E-01  4.33344E-01  1.19908E-01 -1.27863E-01  7.81538E-01  5.06628E-01  4.15953E-01  3.63832E-01  3.11053E-01  3.06840E-01  6.57078E-01  4.89147E-01  4.87052E-01  6.57223E-01  3.55094E-01  3.08908E-01  3.36752E-01  3.92946E-01  4.48877E-01  3.40070E-01 -1.18976E-01  1.53923E-01  4.89175E-01  4.62714E-01  3.98109E-01  3.35586E-01  3.22332E-01  3.89125E-01  4.87052E-01  5.21714E-01  4.89226E-01  3.86057E-01  3.21794E-01  3.19800E-01  3.67259E-01  4.32332E-01  4.63417E-01  1.24907E-01 -4.32687E-02 -2.40472E-02  4.82166E-01  4.37621E-01  3.72447E-01  3.29292E-01  3.75878E-01  1.81800E-01  4.89226E-01  4.87132E-01  1.70676E-01  3.12048E-01  3.04842E-01  3.41305E-01  4.20808E-01  4.77585E-01  3.64566E-01 -9.43181E-02  2.18761E-01  5.14215E-01  4.94962E-01  4.20304E-01  3.50677E-01  3.10339E-01  3.11922E-01  3.86068E-01  6.57267E-01  3.76467E-01  3.58930E-01  3.10430E-01  3.46007E-01  4.07114E-01  4.74416E-01  4.87517E-01  1.74101E-01  3.55917E-02  9.01304E-01  6.06029E-01  4.94940E-01  4.13653E-01  3.45891E-01  3.04842E-01  3.21778E-01  3.55180E-01  2.89911E-01  3.22599E-01  3.11309E-01  3.51017E-01  3.98133E-01  4.82667E-01  5.44984E-01  4.28672E-01  2.16139E-02  2.46167E-01  5.66054E-01  5.84429E-01  4.82578E-01  4.07083E-01  3.41355E-01  3.19901E-01  3.09111E-01  3.10765E-01  3.11511E-01  3.19617E-01  3.58552E-01  4.06885E-01  4.80759E-01  5.72249E-01  5.21581E-01  1.79226E-01  2.33705E-01  5.20720E-01  5.57777E-01  4.74577E-01  4.20885E-01  3.67323E-01  3.36933E-01  3.28563E-01  3.28851E-01  3.48445E-01  3.83413E-01  4.23610E-01  4.81559E-01  5.94431E-01  5.57711E-01  2.27285E-01  1.86280E-01  4.38182E-01  5.01147E-01  4.90487E-01  4.32385E-01  3.92992E-01  3.64266E-01  3.49463E-01  3.75410E-01  4.16841E-01  4.51026E-01  4.69813E-01  5.15648E-01  8.92970E-01  2.39762E-01  2.12302E-02  1.82269E-01  3.74159E-01  4.63417E-01  4.48891E-01  4.19421E-01  4.02447E-01  3.93738E-01  4.29629E-01  4.95568E-01  4.81294E-01 -3.18676E-02  2.11952E-01  2.93755E-02 -9.43815E-02  1.24907E-01  3.30784E-01  4.19675E-01  4.47422E-01  4.34879E-01  4.11461E-01  4.29783E-01  7.64547E-01  1.35430E-01 -5.42435E-02 -1.25208E-01  1.11673E-01  3.30410E-01  3.81077E-01  3.41245E-01 -1.15194E-01  9.92790E-02 -1.38762E-01 -7.04116E-02  4.51797E-02  5.11446E-02 -4.29799E-03 -6.78347E-02
